AAPL, AMZN, GOOG, MSFT, NVDA, return, volatility, sharp ratio, 
0.204982, 0.267590, 0.082371, 0.055287, 0.389771, 0.655396, 0.255469, 2.394793, 
0.228793, 0.111252, 0.406248, 0.150685, 0.103021, 0.436422, 0.200057, 1.963553, 
0.272088, 0.100513, 0.055372, 0.351984, 0.220044, 0.481597, 0.203455, 2.152791, 
0.110930, 0.413484, 0.203946, 0.038284, 0.233356, 0.569110, 0.236060, 2.226169, 
0.229627, 0.305421, 0.237740, 0.115098, 0.112114, 0.439123, 0.201086, 1.966939, 
0.209915, 0.259825, 0.077281, 0.136974, 0.316006, 0.590856, 0.234792, 2.330814, 
0.129570, 0.373132, 0.260370, 0.209952, 0.026975, 0.394980, 0.200193, 1.755210, 
0.353892, 0.004923, 0.178059, 0.270765, 0.192360, 0.449992, 0.196670, 2.066366, 
0.213812, 0.006205, 0.218558, 0.260220, 0.301205, 0.573918, 0.222942, 2.378729, 
0.240382, 0.220870, 0.179256, 0.115966, 0.243526, 0.533431, 0.217065, 2.256603, 
0.107336, 0.048835, 0.317802, 0.356542, 0.169484, 0.499237, 0.204212, 2.231194, 
0.119317, 0.392044, 0.174663, 0.268352, 0.045624, 0.403439, 0.199719, 1.801727, 
0.124754, 0.335123, 0.003204, 0.410444, 0.126474, 0.444103, 0.203743, 1.965725, 
0.032753, 0.235097, 0.129954, 0.165396, 0.436800, 0.731286, 0.274064, 2.509216, 
0.280945, 0.404583, 0.005196, 0.069970, 0.239306, 0.515704, 0.224708, 2.100965, 
0.310545, 0.056710, 0.180210, 0.198494, 0.254041, 0.515046, 0.210725, 2.237257, 
0.142467, 0.257957, 0.248764, 0.099857, 0.250955, 0.570381, 0.227417, 2.316363, 
0.082713, 0.195766, 0.155360, 0.196135, 0.370026, 0.665221, 0.251313, 2.473490, 
0.149079, 0.248861, 0.222584, 0.151411, 0.228065, 0.545696, 0.219875, 2.283555, 
0.329289, 0.183450, 0.083623, 0.094016, 0.309623, 0.556953, 0.226893, 2.262533, 
0.107531, 0.394582, 0.359271, 0.112561, 0.026055, 0.412773, 0.211187, 1.748083, 
0.195006, 0.001425, 0.107652, 0.432692, 0.263226, 0.530980, 0.213177, 2.286271, 
0.346194, 0.091280, 0.107185, 0.235729, 0.219612, 0.472849, 0.202352, 2.121297, 
0.415894, 0.315010, 0.001781, 0.162691, 0.104623, 0.368121, 0.191233, 1.696992, 
0.335995, 0.307248, 0.010801, 0.227265, 0.118691, 0.395751, 0.192970, 1.824902, 
0.179840, 0.149606, 0.212687, 0.240294, 0.217573, 0.521252, 0.209960, 2.274973, 
0.270515, 0.080736, 0.270114, 0.211264, 0.167371, 0.462943, 0.198090, 2.116935, 
0.271837, 0.309426, 0.157612, 0.018835, 0.242289, 0.531174, 0.222133, 2.194962, 
0.282451, 0.249322, 0.283283, 0.065954, 0.118989, 0.435829, 0.200556, 1.955705, 
0.245804, 0.113510, 0.084402, 0.247937, 0.308347, 0.565974, 0.224493, 2.326899, 
0.227242, 0.234930, 0.257053, 0.243526, 0.037249, 0.372803, 0.187097, 1.759528, 
0.314646, 0.075881, 0.268185, 0.267763, 0.073525, 0.374602, 0.183460, 1.804216, 
0.290558, 0.243391, 0.212083, 0.193890, 0.060078, 0.375005, 0.186700, 1.775066, 
0.456015, 0.126060, 0.051728, 0.210698, 0.155499, 0.393657, 0.191502, 1.827950, 
0.295841, 0.137906, 0.061143, 0.289909, 0.215201, 0.476883, 0.202990, 2.134509, 
0.173569, 0.102598, 0.252774, 0.223064, 0.247995, 0.549218, 0.216294, 2.337643, 
0.189963, 0.072162, 0.111300, 0.377112, 0.249463, 0.526807, 0.211397, 2.285775, 
0.144323, 0.314003, 0.339922, 0.016258, 0.185494, 0.531069, 0.225006, 2.166470, 
0.008417, 0.305273, 0.459612, 0.217163, 0.009534, 0.422872, 0.215161, 1.762739, 
0.039129, 0.221238, 0.163352, 0.101401, 0.474881, 0.765277, 0.284851, 2.533526, 
0.234341, 0.018508, 0.083254, 0.305933, 0.357964, 0.601829, 0.234856, 2.376894, 
0.366617, 0.158716, 0.110587, 0.307974, 0.056106, 0.337044, 0.178234, 1.646403, 
0.090073, 0.169036, 0.271962, 0.335831, 0.133098, 0.476235, 0.201607, 2.145939, 
0.227777, 0.177581, 0.220934, 0.186595, 0.187112, 0.489795, 0.204441, 2.182514, 
0.174598, 0.373308, 0.190831, 0.148517, 0.112745, 0.450009, 0.205758, 1.975183, 
0.158961, 0.142731, 0.229356, 0.262160, 0.206792, 0.517664, 0.208760, 2.270859, 
0.207690, 0.146566, 0.299684, 0.312819, 0.033240, 0.371032, 0.185005, 1.769853, 
0.214108, 0.200884, 0.183904, 0.322573, 0.078530, 0.398006, 0.186662, 1.898656, 
0.191958, 0.294513, 0.129446, 0.298716, 0.085367, 0.409084, 0.192260, 1.900989, 
0.156912, 0.242437, 0.291187, 0.132995, 0.176469, 0.508773, 0.212698, 2.187015, 
0.334496, 0.358781, 0.171200, 0.075227, 0.060296, 0.371437, 0.193439, 1.694778, 
0.275573, 0.260519, 0.226673, 0.107022, 0.130212, 0.440401, 0.199217, 1.991800, 
0.031922, 0.289198, 0.258957, 0.294275, 0.125647, 0.489640, 0.210778, 2.116158, 
0.250827, 0.067512, 0.289682, 0.034991, 0.356989, 0.628184, 0.242614, 2.409524, 
0.290276, 0.201018, 0.245894, 0.099840, 0.162972, 0.462625, 0.202055, 2.073817, 
0.031846, 0.531770, 0.219498, 0.024936, 0.191949, 0.561299, 0.244907, 2.113864, 
0.296218, 0.250780, 0.041134, 0.107500, 0.304368, 0.559185, 0.228978, 2.251681, 
0.095289, 0.344374, 0.203249, 0.278349, 0.078739, 0.435558, 0.202091, 1.939512, 
0.241399, 0.237983, 0.243831, 0.128975, 0.147810, 0.462048, 0.202052, 2.070986, 
0.079540, 0.058513, 0.329865, 0.431103, 0.100979, 0.449051, 0.196093, 2.067653, 
0.212864, 0.287206, 0.285583, 0.147798, 0.066548, 0.408359, 0.196658, 1.854789, 
0.177972, 0.221628, 0.027125, 0.333929, 0.239346, 0.522616, 0.215252, 2.225375, 
0.186078, 0.356708, 0.175782, 0.252423, 0.029010, 0.373783, 0.192120, 1.718628, 
0.126447, 0.296277, 0.013791, 0.347315, 0.216170, 0.517558, 0.217103, 2.183101, 
0.138988, 0.419490, 0.229398, 0.077344, 0.134781, 0.484242, 0.217577, 2.025218, 
0.372890, 0.122336, 0.146228, 0.262234, 0.096312, 0.371217, 0.182721, 1.792989, 
0.258878, 0.142937, 0.055301, 0.203925, 0.338959, 0.588144, 0.232973, 2.337370, 
0.131579, 0.347576, 0.113239, 0.156068, 0.251537, 0.563412, 0.229207, 2.267874, 
0.347501, 0.320449, 0.144565, 0.075191, 0.112294, 0.406224, 0.196314, 1.847161, 
0.222326, 0.281546, 0.023265, 0.242235, 0.230629, 0.511392, 0.214985, 2.175931, 
0.254529, 0.292734, 0.084423, 0.014996, 0.353318, 0.617545, 0.246321, 2.330069, 
0.213335, 0.000364, 0.075027, 0.391465, 0.319808, 0.571035, 0.225719, 2.336683, 
0.179150, 0.187868, 0.003933, 0.235050, 0.394000, 0.647177, 0.252048, 2.394686, 
0.285805, 0.313521, 0.279510, 0.027247, 0.093917, 0.419003, 0.201775, 1.860501, 
0.187291, 0.417087, 0.010947, 0.346337, 0.038337, 0.365683, 0.194796, 1.653439, 
0.148502, 0.077984, 0.302081, 0.169966, 0.301467, 0.603315, 0.231086, 2.422108, 
0.004287, 0.387232, 0.119341, 0.087183, 0.401957, 0.718912, 0.277139, 2.436722, 
0.051766, 0.259392, 0.381185, 0.113937, 0.193721, 0.556283, 0.228262, 2.246029, 
0.206168, 0.220006, 0.290469, 0.208985, 0.074371, 0.411142, 0.193120, 1.903184, 
0.327914, 0.181546, 0.041404, 0.237595, 0.211541, 0.468878, 0.203421, 2.090633, 
0.187258, 0.001441, 0.224071, 0.199469, 0.387761, 0.652379, 0.245995, 2.474764, 
0.232728, 0.304817, 0.406910, 0.049931, 0.005614, 0.369980, 0.203018, 1.607639, 
0.184838, 0.045146, 0.353809, 0.292448, 0.123759, 0.450061, 0.196343, 2.070160, 
0.234274, 0.231985, 0.251596, 0.228543, 0.053602, 0.384326, 0.188214, 1.810315, 
0.188844, 0.214985, 0.348428, 0.160299, 0.087443, 0.432408, 0.199518, 1.948735, 
0.069109, 0.112224, 0.315081, 0.116932, 0.386654, 0.694987, 0.258393, 2.520913, 
0.092805, 0.264541, 0.361139, 0.279099, 0.002416, 0.384789, 0.197935, 1.723742, 
0.266882, 0.076214, 0.305958, 0.225027, 0.125919, 0.432789, 0.193193, 2.014505, 
0.274269, 0.000584, 0.158706, 0.255861, 0.310579, 0.562218, 0.222456, 2.331325, 
0.226779, 0.178519, 0.218528, 0.226296, 0.149879, 0.458319, 0.197412, 2.100773, 
0.342976, 0.085608, 0.018794, 0.310805, 0.241817, 0.480533, 0.206862, 2.112189, 
0.083103, 0.292989, 0.265720, 0.286660, 0.071528, 0.435337, 0.200883, 1.950081, 
0.230599, 0.057053, 0.269230, 0.181658, 0.261460, 0.547897, 0.217070, 2.323195, 
0.379968, 0.077666, 0.002071, 0.241356, 0.298939, 0.518906, 0.219691, 2.163517, 
0.102273, 0.087935, 0.243391, 0.246289, 0.320113, 0.621305, 0.234808, 2.460331, 
0.274326, 0.248433, 0.277536, 0.105450, 0.094255, 0.415690, 0.196161, 1.896866, 
0.399222, 0.043003, 0.162485, 0.005852, 0.389437, 0.609023, 0.244919, 2.308609, 
0.017373, 0.119504, 0.376659, 0.381120, 0.105344, 0.475740, 0.205301, 2.104909, 
0.107187, 0.431370, 0.282700, 0.016806, 0.161937, 0.521016, 0.228805, 2.086563, 
0.118892, 0.384708, 0.185443, 0.120927, 0.190031, 0.526208, 0.222628, 2.167772, 
0.045494, 0.235040, 0.284771, 0.328348, 0.106347, 0.469408, 0.204579, 2.081382, 
0.286960, 0.129198, 0.336185, 0.029317, 0.218340, 0.515340, 0.215568, 2.188358, 
0.500037, 0.013683, 0.323968, 0.140267, 0.022044, 0.297472, 0.186071, 1.364378, 
0.281833, 0.161777, 0.191542, 0.239280, 0.125568, 0.422424, 0.190365, 1.989988, 
0.218616, 0.215168, 0.329705, 0.011630, 0.224881, 0.540423, 0.222606, 2.231848, 
0.067835, 0.145588, 0.236402, 0.271668, 0.278507, 0.596775, 0.228761, 2.418140, 
0.326741, 0.237539, 0.053365, 0.217488, 0.164868, 0.435972, 0.197065, 1.991073, 
0.239201, 0.121114, 0.429777, 0.054008, 0.155900, 0.482909, 0.211637, 2.075762, 
0.077718, 0.406173, 0.125684, 0.314913, 0.075512, 0.431624, 0.205264, 1.890371, 
0.143456, 0.093790, 0.198990, 0.288624, 0.275139, 0.570329, 0.221012, 2.383262, 
0.340672, 0.126262, 0.105919, 0.284942, 0.142204, 0.411355, 0.188871, 1.947122, 
0.302470, 0.261080, 0.217566, 0.116365, 0.102519, 0.410769, 0.194080, 1.891843, 
0.067087, 0.097380, 0.370489, 0.126308, 0.338735, 0.660664, 0.248530, 2.482852, 
0.192077, 0.327506, 0.037226, 0.074556, 0.368634, 0.639395, 0.253449, 2.350752, 
0.160984, 0.159313, 0.351737, 0.294156, 0.033811, 0.388120, 0.190666, 1.806932, 
0.292344, 0.300931, 0.089419, 0.122571, 0.194735, 0.477732, 0.208090, 2.086270, 
0.351206, 0.025052, 0.335768, 0.047548, 0.240426, 0.512793, 0.215798, 2.174218, 
0.064080, 0.388123, 0.136608, 0.306445, 0.104743, 0.458763, 0.208842, 1.987931, 
0.214099, 0.322777, 0.178230, 0.199465, 0.085429, 0.413493, 0.195417, 1.892843, 
0.127768, 0.333771, 0.327417, 0.155768, 0.055276, 0.424368, 0.204910, 1.858220, 
0.255020, 0.257803, 0.161778, 0.181113, 0.144285, 0.447759, 0.198291, 2.038206, 
0.177226, 0.155397, 0.128479, 0.264234, 0.274664, 0.559786, 0.220612, 2.339789, 
0.013967, 0.215988, 0.266513, 0.253608, 0.249924, 0.592742, 0.230670, 2.380639, 
0.182460, 0.024702, 0.259309, 0.283090, 0.250439, 0.543778, 0.214004, 2.337231, 
0.050510, 0.256393, 0.352193, 0.291533, 0.049371, 0.430696, 0.203049, 1.906417, 
0.280766, 0.284296, 0.028949, 0.274643, 0.131346, 0.417337, 0.194524, 1.921291, 
0.109734, 0.315977, 0.113335, 0.320729, 0.140225, 0.470910, 0.205550, 2.078864, 
0.312166, 0.155396, 0.364258, 0.066781, 0.101399, 0.417558, 0.198554, 1.883407, 
0.408623, 0.111325, 0.014165, 0.394230, 0.071658, 0.325898, 0.179387, 1.573679, 
0.368923, 0.131541, 0.084395, 0.310907, 0.104234, 0.371614, 0.183015, 1.792282, 
0.012561, 0.296737, 0.265586, 0.256863, 0.168253, 0.530801, 0.220152, 2.213017, 
0.313532, 0.262041, 0.173647, 0.002695, 0.248084, 0.526096, 0.220333, 2.189854, 
0.478504, 0.136500, 0.241168, 0.117593, 0.026236, 0.305093, 0.182630, 1.431816, 
0.273706, 0.321266, 0.138395, 0.225265, 0.041368, 0.359719, 0.186834, 1.691980, 
0.286595, 0.192898, 0.145417, 0.298155, 0.076936, 0.377251, 0.183246, 1.820787, 
0.173255, 0.230657, 0.189893, 0.253146, 0.153049, 0.472036, 0.201313, 2.128202, 
0.269628, 0.249733, 0.107308, 0.201196, 0.172135, 0.460897, 0.200848, 2.077675, 
0.345060, 0.204954, 0.106815, 0.134928, 0.208243, 0.473098, 0.204808, 2.097077, 
0.324507, 0.093883, 0.256657, 0.152093, 0.172860, 0.456674, 0.198798, 2.077859, 
0.294991, 0.100559, 0.174435, 0.085334, 0.344681, 0.597561, 0.234806, 2.359232, 
0.178480, 0.261139, 0.116837, 0.275737, 0.167807, 0.476839, 0.203550, 2.128413, 
0.425872, 0.302060, 0.143274, 0.063310, 0.065484, 0.349988, 0.189080, 1.620416, 
0.166769, 0.237461, 0.222488, 0.251898, 0.121385, 0.451245, 0.198089, 2.057889, 
0.117838, 0.284991, 0.360848, 0.216469, 0.019853, 0.396434, 0.200036, 1.763852, 
0.171525, 0.215138, 0.135695, 0.076432, 0.401210, 0.673740, 0.257449, 2.447628, 
0.500938, 0.004179, 0.153680, 0.196964, 0.144238, 0.378102, 0.190711, 1.753976, 
0.078083, 0.336713, 0.048686, 0.220538, 0.315980, 0.618951, 0.245117, 2.347247, 
0.298578, 0.081107, 0.123294, 0.379954, 0.117066, 0.396527, 0.184623, 1.911614, 
0.232712, 0.309904, 0.085152, 0.114978, 0.257255, 0.542147, 0.223530, 2.230335, 
0.326573, 0.276421, 0.086119, 0.284838, 0.026049, 0.326238, 0.180273, 1.567828, 
0.086802, 0.393890, 0.243624, 0.228043, 0.047641, 0.420251, 0.205241, 1.835160, 
0.213703, 0.148503, 0.045982, 0.314334, 0.277477, 0.544151, 0.219200, 2.283534, 
0.164683, 0.014508, 0.299726, 0.226511, 0.294573, 0.588698, 0.226273, 2.409032, 
0.214284, 0.082085, 0.330386, 0.329176, 0.044069, 0.377316, 0.185436, 1.799628, 
0.074065, 0.135404, 0.380084, 0.159578, 0.250870, 0.589585, 0.230164, 2.372160, 
0.018082, 0.361642, 0.387444, 0.083890, 0.148942, 0.534405, 0.231527, 2.119860, 
0.308369, 0.129920, 0.088332, 0.168980, 0.304398, 0.552578, 0.223206, 2.280301, 
0.177329, 0.033135, 0.147481, 0.232407, 0.409648, 0.665753, 0.251266, 2.476072, 
0.012645, 0.300320, 0.318198, 0.242146, 0.126691, 0.502659, 0.216595, 2.119432, 
0.301684, 0.130012, 0.305776, 0.217921, 0.044606, 0.362031, 0.184767, 1.723419, 
0.262167, 0.202408, 0.116348, 0.117246, 0.301831, 0.568962, 0.227381, 2.310492, 
0.250346, 0.122382, 0.221174, 0.215393, 0.190705, 0.483847, 0.201931, 2.180189, 
0.347846, 0.199734, 0.335661, 0.088373, 0.028386, 0.349235, 0.190096, 1.607791, 
0.441081, 0.317408, 0.076079, 0.098435, 0.066996, 0.341151, 0.187949, 1.583148, 
0.011467, 0.073722, 0.317030, 0.302549, 0.295232, 0.625769, 0.235792, 2.468995, 
0.124330, 0.177697, 0.059540, 0.320751, 0.317682, 0.599386, 0.233690, 2.378299, 
0.090923, 0.220257, 0.161903, 0.198377, 0.328540, 0.631533, 0.241726, 2.432224, 
0.096861, 0.107328, 0.108924, 0.341406, 0.345481, 0.628376, 0.239266, 2.444038, 
0.274130, 0.285062, 0.150338, 0.255153, 0.035317, 0.352959, 0.184057, 1.680781, 
0.154744, 0.187591, 0.214428, 0.198732, 0.244505, 0.552246, 0.218825, 2.324449, 
0.271644, 0.224503, 0.022842, 0.271190, 0.209821, 0.479485, 0.206008, 2.115860, 
0.004011, 0.300003, 0.247621, 0.228255, 0.220110, 0.574228, 0.230130, 2.305773, 
0.041380, 0.148490, 0.271522, 0.198097, 0.340512, 0.658889, 0.246996, 2.491087, 
0.285007, 0.325303, 0.107636, 0.003382, 0.278672, 0.554400, 0.229906, 2.221779, 
0.059585, 0.298838, 0.204099, 0.221777, 0.215701, 0.554270, 0.223972, 2.280062, 
0.291044, 0.065057, 0.106417, 0.178019, 0.359463, 0.599157, 0.235563, 2.358421, 
0.070976, 0.228890, 0.446522, 0.129960, 0.123653, 0.499123, 0.218731, 2.082576, 
0.147491, 0.106874, 0.251143, 0.272441, 0.222052, 0.532450, 0.211606, 2.310190, 
0.237310, 0.230125, 0.330755, 0.150304, 0.051506, 0.391848, 0.193765, 1.797267, 
0.398226, 0.041419, 0.489099, 0.025399, 0.045857, 0.360322, 0.201963, 1.568216, 
0.231088, 0.075190, 0.321809, 0.080978, 0.290934, 0.580900, 0.228227, 2.354231, 
0.149454, 0.258577, 0.280638, 0.219816, 0.091515, 0.438496, 0.199065, 1.983756, 
0.305849, 0.320728, 0.225814, 0.139643, 0.007966, 0.336400, 0.187791, 1.559184, 
0.443277, 0.351223, 0.108515, 0.084950, 0.012035, 0.301308, 0.185805, 1.386979, 
0.245176, 0.326663, 0.260789, 0.141435, 0.025937, 0.368108, 0.192914, 1.682138, 
0.411090, 0.047570, 0.082195, 0.381797, 0.077349, 0.333423, 0.178916, 1.619881, 
0.146204, 0.192005, 0.222956, 0.096292, 0.342543, 0.638123, 0.243933, 2.437238, 
0.094030, 0.354871, 0.230042, 0.086386, 0.234671, 0.571766, 0.232701, 2.269718, 
0.273688, 0.355361, 0.110260, 0.131231, 0.129461, 0.433452, 0.201014, 1.939424, 
0.149214, 0.055915, 0.438434, 0.234083, 0.122354, 0.467322, 0.204465, 2.072348, 
0.340806, 0.013896, 0.337392, 0.188243, 0.119662, 0.412055, 0.192831, 1.910765, 
0.015639, 0.132069, 0.249936, 0.096179, 0.506177, 0.799573, 0.292887, 2.581110, 
0.218361, 0.153785, 0.060693, 0.354554, 0.212606, 0.490793, 0.205048, 2.180919, 
0.515620, 0.055917, 0.159102, 0.089472, 0.179889, 0.410495, 0.198523, 1.848125, 
0.221935, 0.296574, 0.075113, 0.325282, 0.081096, 0.393041, 0.189838, 1.840728, 
0.225788, 0.111915, 0.140826, 0.210187, 0.311284, 0.579292, 0.226482, 2.365270, 
0.237352, 0.196249, 0.316588, 0.226303, 0.023507, 0.363517, 0.187395, 1.707182, 
0.073921, 0.251321, 0.114630, 0.243537, 0.316591, 0.621347, 0.240390, 2.403374, 
0.172045, 0.191389, 0.214439, 0.356397, 0.065730, 0.398295, 0.187219, 1.894552, 
0.251497, 0.343913, 0.045213, 0.325465, 0.033911, 0.347788, 0.186397, 1.631933, 
0.120103, 0.190534, 0.318776, 0.192833, 0.177753, 0.515969, 0.212304, 2.224963, 
0.085083, 0.067663, 0.332768, 0.230213, 0.284273, 0.603924, 0.230393, 2.432030, 
0.269408, 0.087257, 0.098271, 0.201081, 0.343984, 0.591079, 0.232364, 2.356128, 
0.131680, 0.295027, 0.194513, 0.260537, 0.118243, 0.456655, 0.201775, 2.047106, 
0.124354, 0.404751, 0.236562, 0.224409, 0.009925, 0.381255, 0.200227, 1.686362, 
0.213271, 0.051603, 0.445950, 0.270858, 0.018319, 0.367812, 0.192033, 1.688313, 
0.039941, 0.420398, 0.269327, 0.028099, 0.242235, 0.599047, 0.245804, 2.259711, 
0.054576, 0.091885, 0.241506, 0.329767, 0.282266, 0.598558, 0.228005, 2.433967, 
0.232651, 0.332282, 0.029514, 0.354892, 0.050662, 0.362555, 0.188017, 1.696411, 
0.253010, 0.282273, 0.220628, 0.085861, 0.158227, 0.469457, 0.205797, 2.069306, 
0.005878, 0.240763, 0.121557, 0.203536, 0.428266, 0.728634, 0.273243, 2.507045, 
0.138201, 0.454270, 0.014319, 0.136121, 0.257089, 0.563386, 0.237762, 2.186158, 
0.034067, 0.178691, 0.238132, 0.338641, 0.210468, 0.548810, 0.217669, 2.321002, 
0.014273, 0.264707, 0.218554, 0.239409, 0.263057, 0.601845, 0.234838, 2.377155, 
0.203822, 0.077416, 0.173713, 0.224077, 0.320971, 0.592900, 0.228922, 2.399503, 
0.192209, 0.159548, 0.282352, 0.108130, 0.257761, 0.562499, 0.222895, 2.327994, 
0.157463, 0.139413, 0.116757, 0.265708, 0.320659, 0.599557, 0.231643, 2.400063, 
0.088065, 0.416513, 0.309368, 0.101150, 0.084903, 0.461733, 0.217133, 1.925696, 
0.071728, 0.107942, 0.204189, 0.251934, 0.364208, 0.661116, 0.247013, 2.499932, 
0.262598, 0.194380, 0.224730, 0.184226, 0.134065, 0.440256, 0.195339, 2.030600, 
0.257910, 0.092180, 0.266204, 0.062307, 0.321398, 0.595901, 0.232948, 2.370916, 
0.274695, 0.342156, 0.155355, 0.200174, 0.027621, 0.351849, 0.187691, 1.642317, 
0.047556, 0.379775, 0.184724, 0.178833, 0.209113, 0.555443, 0.229357, 2.231641, 
0.059175, 0.210255, 0.131433, 0.307643, 0.291494, 0.601603, 0.232885, 2.396045, 
0.369234, 0.022799, 0.059160, 0.065252, 0.483555, 0.679421, 0.268943, 2.364148, 
0.031179, 0.034257, 0.194358, 0.401979, 0.338227, 0.639405, 0.239619, 2.486462, 
0.316059, 0.201919, 0.004338, 0.219712, 0.257972, 0.507391, 0.214647, 2.160709, 
0.347471, 0.098170, 0.201342, 0.083125, 0.269892, 0.527582, 0.216974, 2.230603, 
0.187718, 0.102942, 0.161797, 0.318241, 0.229302, 0.519230, 0.208617, 2.279918, 
0.362725, 0.047048, 0.103159, 0.113547, 0.373521, 0.595384, 0.238537, 2.313201, 
0.020614, 0.281372, 0.334305, 0.049964, 0.313745, 0.659523, 0.254748, 2.417772, 
0.582065, 0.180139, 0.009136, 0.122157, 0.106504, 0.327401, 0.189707, 1.495999, 
0.248124, 0.028682, 0.233371, 0.252248, 0.237575, 0.517418, 0.208826, 2.268967, 
0.164582, 0.218942, 0.326800, 0.001791, 0.287885, 0.603906, 0.238136, 2.352882, 
0.316980, 0.270436, 0.086765, 0.074563, 0.251257, 0.517823, 0.218097, 2.174362, 
0.408630, 0.042431, 0.304571, 0.065445, 0.178922, 0.447408, 0.202710, 1.992046, 
0.307664, 0.101095, 0.110516, 0.305011, 0.175714, 0.444400, 0.194320, 2.062573, 
0.092101, 0.189461, 0.341123, 0.098764, 0.278551, 0.609180, 0.236572, 2.390734, 
0.208187, 0.280543, 0.165224, 0.128041, 0.218005, 0.521335, 0.215672, 2.215096, 
0.104929, 0.326200, 0.139008, 0.101756, 0.328107, 0.634611, 0.248063, 2.382505, 
0.116714, 0.416572, 0.219591, 0.196303, 0.050821, 0.416106, 0.205031, 1.816825, 
0.021234, 0.189254, 0.120381, 0.398755, 0.270375, 0.587831, 0.229185, 2.374633, 
0.180081, 0.091913, 0.203689, 0.247190, 0.277126, 0.565444, 0.220313, 2.368645, 
0.009554, 0.500906, 0.117076, 0.305168, 0.067296, 0.444688, 0.217557, 1.843603, 
0.343385, 0.142631, 0.035595, 0.121940, 0.356449, 0.584242, 0.236494, 2.286072, 
0.265510, 0.179751, 0.213343, 0.065893, 0.275503, 0.556450, 0.223360, 2.296074, 
0.203683, 0.164420, 0.278557, 0.030152, 0.323188, 0.615492, 0.238977, 2.393079, 
0.412023, 0.055459, 0.111892, 0.053517, 0.367109, 0.582372, 0.237745, 2.266172, 
0.292853, 0.290793, 0.046216, 0.156833, 0.213305, 0.486980, 0.210353, 2.107785, 
0.010246, 0.186978, 0.226195, 0.115431, 0.461151, 0.764248, 0.282102, 2.554564, 
0.227861, 0.347756, 0.102110, 0.254398, 0.067876, 0.388523, 0.191964, 1.796807, 
0.280598, 0.138490, 0.205641, 0.180378, 0.194894, 0.481006, 0.202458, 2.160482, 
0.351891, 0.136661, 0.098705, 0.222205, 0.190538, 0.449998, 0.197809, 2.054500, 
0.052656, 0.179190, 0.288730, 0.220132, 0.259292, 0.592942, 0.229522, 2.393412, 
0.208226, 0.034283, 0.080592, 0.307098, 0.369801, 0.617821, 0.238994, 2.402658, 
0.242594, 0.147461, 0.325975, 0.038418, 0.245552, 0.547058, 0.221908, 2.268770, 
0.316331, 0.277514, 0.217403, 0.033682, 0.155070, 0.453876, 0.204408, 2.007144, 
0.256227, 0.027140, 0.307024, 0.161772, 0.247838, 0.533738, 0.214843, 2.281373, 
0.217079, 0.010664, 0.351838, 0.276342, 0.144077, 0.457872, 0.197715, 2.095304, 
0.095212, 0.325032, 0.259201, 0.265969, 0.054586, 0.420619, 0.200402, 1.881315, 
0.020106, 0.609281, 0.118533, 0.082211, 0.169868, 0.538703, 0.245452, 2.017104, 
0.186313, 0.229006, 0.194562, 0.130858, 0.259261, 0.559684, 0.223098, 2.313262, 
0.113882, 0.107982, 0.254276, 0.375368, 0.148493, 0.477247, 0.199383, 2.174943, 
0.346740, 0.199470, 0.145752, 0.305105, 0.002933, 0.303866, 0.175880, 1.479794, 
0.151786, 0.550567, 0.049535, 0.061575, 0.186537, 0.513873, 0.232914, 2.019085, 
0.157321, 0.106224, 0.356117, 0.024683, 0.355655, 0.656641, 0.250091, 2.451274, 
0.055908, 0.063464, 0.563795, 0.172502, 0.144330, 0.520238, 0.224320, 2.124818, 
0.034118, 0.294876, 0.327388, 0.248761, 0.094857, 0.472373, 0.210799, 2.034038, 
0.233875, 0.288931, 0.151370, 0.096748, 0.229077, 0.524735, 0.217640, 2.210686, 
0.484492, 0.154804, 0.180120, 0.127904, 0.052680, 0.320103, 0.182549, 1.514678, 
0.168857, 0.176688, 0.265120, 0.188379, 0.200956, 0.518268, 0.210975, 2.249879, 
0.181531, 0.221850, 0.189336, 0.166470, 0.240813, 0.543747, 0.218254, 2.291585, 
0.169079, 0.185431, 0.260894, 0.126371, 0.258225, 0.566796, 0.223838, 2.337385, 
0.079669, 0.298319, 0.421597, 0.052870, 0.147545, 0.520392, 0.226032, 2.109402, 
0.026918, 0.456071, 0.122923, 0.289385, 0.104704, 0.469883, 0.217103, 1.963503, 
0.001109, 0.216884, 0.265352, 0.175755, 0.340901, 0.671955, 0.253176, 2.481893, 
0.177674, 0.199298, 0.296692, 0.014794, 0.311542, 0.615895, 0.240066, 2.383905, 
0.102093, 0.231324, 0.253448, 0.326880, 0.086255, 0.437339, 0.196846, 2.000244, 
0.224780, 0.217936, 0.357453, 0.197233, 0.002598, 0.355286, 0.190647, 1.634886, 
0.245221, 0.191489, 0.163754, 0.179371, 0.220165, 0.508313, 0.209302, 2.220294, 
0.345236, 0.275650, 0.261135, 0.026912, 0.091068, 0.399687, 0.196951, 1.808000, 
0.383529, 0.030794, 0.277015, 0.135362, 0.173299, 0.442974, 0.198650, 2.010442, 
0.063830, 0.277641, 0.326636, 0.039118, 0.292775, 0.632267, 0.246963, 2.383630, 
0.319200, 0.137792, 0.187324, 0.233152, 0.122532, 0.410142, 0.188391, 1.945644, 
